compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason,prebbb_layer_v21,prebbb_evidence_tier_v21,final_score_prebbb_v21,canonical_smiles,swissadme_bbb_prediction,swissadme_gi_absorption,swissadme_pgp_substrate,swissadme_bioavailability_score,swissadme_pains_alerts,swissadme_brenk_alerts,swissadme_leadlikeness_violations,swissadme_synthetic_accessibility,manual_final_bbb_layer,BBB_score,manual_review_note,reviewed_by,reviewed_date,after_bbb_review_status,final_score_after_bbb,after_bbb_final_layer,after_bbb_interpretation_note,after_bbb_rank
anisomycin,anisomycin,NFE2L2,0.6273076829231732,0.4537426941772387,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.4164436076869082,7.392016669109765e-16,144.65970621947218,11,anisomycin HL60 UP,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.2798719214811527,1.0,1.0,0.9537426941772388,0.5982609919785249,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5754235075974992,0.0559743842962305,0.18,0.16,0.052,0.013,0.1144491233012686,0.0,0.0,0.2,0.18,0.38,0.1954235075974991,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1954235075974991,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1954235075974991,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,69
lycorine,lycorine,NFE2L2,0.5768165817416196,0.4272278151153556,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_core_program,0.2467144253891832,3.1242795817324067e-10,87.36700518068184,21,lycorine HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1684035409478821,1.0,1.0,0.9272278151153556,0.5416992874935931,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5739480460034191,0.0336807081895764,0.18,0.16,0.024,0.065,0.1112673378138426,0.0,0.0,0.2,0.18,0.38,0.193948046003419,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.193948046003419,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.193948046003419,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,70
sulpiride,sulpiride,NFE2L2,0.5424132896025802,0.5424132896025802,NFE2L2:2,NFE2L2_core_program;NFE2L2_regulon_targets,2,2,NFE2L2_core_program,0.2146866130365015,7.498902065400344e-07,55.79761877064136,53,sulpiride PC3 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1028382363523979,1.0,1.0,1.0,0.5278514709057194,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5695676472704796,0.0205676472704795,0.18,0.16,0.024,0.065,0.12,0.0,0.0,0.2,0.18,0.38,0.1895676472704796,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1895676472704796,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1895676472704796,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,71
clindamycin,clindamycin,NFE2L2,0.5339915873680915,0.5339915873680915,NFE2L2:2,NFE2L2_core_program;NFE2L2_regulon_targets,2,2,NFE2L2_core_program,0.2072467049151706,5.89979969648324e-07,41.47931811761255,50,clindamycin HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0973140885094888,1.0,1.0,1.0,0.5261942265528465,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5684628177018978,0.0194628177018977,0.18,0.16,0.024,0.065,0.12,0.0,0.0,0.2,0.18,0.38,0.1884628177018977,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1884628177018977,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1884628177018977,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,72
estradiol,estradiol,NFE2L2,0.3502482188338781,0.1875597539195697,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_regulon_targets,2,1,NFE2L2_regulon_targets,0.2421781474017275,4.170310754469081e-09,47.76099877215996,26,estradiol CTD 00005920,DSigDB,thyroid/hormone,thyroid/hormone,0.65,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1322188556356764,1.0,1.0,0.6875597539195697,0.5606704370042686,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5659509415974836,0.0264437711271352,0.18,0.16,0.052,0.065,0.0825071704703483,0.0,0.0,0.2,0.18,0.38,0.1859509415974836,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1859509415974836,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1859509415974836,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,73
Quisqualate,Quisqualate,THRB,0.7357266612516996,0.7357266612516996,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,822.994869532877,2,Quisqualate TTD 00010472,DSigDB,calcium/synaptic,calcium/synaptic,1.0,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.4028854678159135,1.0,1.0,1.0,0.7158656403447741,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.6855770935631827,0.0805770935631827,0.18,0.16,0.08,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.1855770935631827,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1855770935631827,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1855770935631827,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,74
etifenin,etifenin,NFE2L2,0.5444488033582771,0.4016457603482619,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_core_program,0.2102727502532722,1.9643116753085386e-07,63.16859678549113,44,etifenin PC3 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1150788530442189,1.0,1.0,0.901645760348262,0.5236553167411265,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5602132618506352,0.0230157706088437,0.18,0.16,0.024,0.065,0.1081974912417914,0.0,0.0,0.2,0.18,0.38,0.1802132618506352,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1802132618506352,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1802132618506352,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,75
Caspan,Caspan,NFE2L2,0.5387328541627856,0.394724613286914,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_core_program,0.2126660587430323,8.575077294143032e-07,49.805464831682535,55,Caspan CTD 00000180,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0990204597615886,1.0,1.0,0.894724613286914,0.5182841069914297,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5561710455467475,0.0198040919523177,0.18,0.16,0.024,0.065,0.1073669535944296,0.0,0.0,0.2,0.18,0.38,0.1761710455467474,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1761710455467474,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1761710455467474,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,76
tamoxifen,tamoxifen,NFE2L2,0.5439329617689503,0.3628537155725558,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.126490466632642,1.1125542964243241e-07,59.68753419811334,40,tamoxifen CTD 00006827,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1170124756366012,1.0,1.0,0.8628537155725557,0.5211320399367848,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.555944940996027,0.0234024951273202,0.18,0.16,0.024,0.065,0.1035424458687066,0.0,0.0,0.2,0.18,0.38,0.1759449409960269,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1759449409960269,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1759449409960269,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,77
Copper sulfate,Copper sulfate,NFE2L2,0.5840241693699343,0.4123367730133803,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.2837856757299657,6.88122633468184e-13,71.49313161891983,14,Copper sulfate CTD 00007279,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1998661160090214,1.0,1.0,0.9123367730133802,0.5709467766437769,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5544536359634099,0.0399732232018042,0.18,0.16,0.052,0.013,0.1094804127616056,0.0,0.0,0.2,0.18,0.38,0.1744536359634099,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1744536359634099,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1744536359634099,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,78
8-azaguanine,8-azaguanine,NFE2L2,0.5827317037017395,0.4288849952809666,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.2570419695491723,1.8574274486474108e-10,122.62981154560106,19,8-azaguanine HL60 UP,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1891417667984169,1.0,1.0,0.9288849952809666,0.5690533296620024,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5542945527933993,0.0378283533596833,0.18,0.16,0.052,0.013,0.1114661994337159,0.0,0.0,0.2,0.18,0.38,0.1742945527933993,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1742945527933993,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1742945527933993,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,79
benzene,benzene,NFE2L2,0.5467971467932428,0.5467971467932428,NFE2L2:2,NFE2L2_core_program;NFE2L2_regulon_targets,2,2,NFE2L2_regulon_targets,0.2273280018504613,9.336447295725728e-08,67.26786593141638,37,benzene CTD 00005481,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1218785512974583,1.0,1.0,1.0,0.5545635653892376,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5493757102594916,0.0243757102594916,0.18,0.16,0.052,0.013,0.12,0.0,0.0,0.2,0.18,0.38,0.1693757102594916,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1693757102594916,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1693757102594916,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,80
NICKEL SULFATE,NICKEL SULFATE,NFE2L2,0.5402188752587135,0.5402188752587135,NFE2L2:2,NFE2L2_core_program;NFE2L2_regulon_targets,2,2,NFE2L2_regulon_targets,0.2201855068132329,4.163891271762971e-07,60.65705581649635,47,NICKEL SULFATE CTD 00001417,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1090143130241254,1.0,1.0,1.0,0.5507042939072376,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5468028626048251,0.021802862604825,0.18,0.16,0.052,0.013,0.12,0.0,0.0,0.2,0.18,0.38,0.1668028626048251,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1668028626048251,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1668028626048251,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,81
benzo[a]pyrene,benzo[a]pyrene,NFE2L2,0.5647320231007723,0.4046581880343138,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.2596614538448338,1.073437895768778e-10,58.68033195566488,18,benzo[a]pyrene CTD 00005488,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1611112837819822,1.0,1.0,0.904658188034314,0.5587060401773398,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5457812393205141,0.0322222567563964,0.18,0.16,0.052,0.013,0.1085589825641176,0.0,0.0,0.2,0.18,0.38,0.1657812393205141,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1657812393205141,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1657812393205141,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,82
trequinsin,trequinsin,THRB,0.6385837777714615,0.6385837777714615,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,507.11775303850175,8,trequinsin CTD 00001702,DSigDB,phosphodiesterase/cAMP,phosphodiesterase/cAMP,1.0,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.2470341778412098,1.0,1.0,1.0,0.669110253352363,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.654406835568242,0.0494068355682419,0.18,0.16,0.08,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.1544068355682419,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1544068355682419,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1544068355682419,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,83
5-Fluorouracil,5-Fluorouracil,NFE2L2,0.3326754548325821,0.1849009800935804,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.211942066415557,2.3383152019986185e-06,53.1860237804107,29,5-Fluorouracil CTD 00005987,DSigDB,broad_cytotoxic/topoisomerase,broad_cytotoxic/topoisomerase,0.65,oncology_or_broad_cytotoxic_caution,0.15,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0942455145407963,1.0,1.0,0.6849009800935805,0.5350657327697254,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.532037220519389,0.0188491029081592,0.18,0.16,0.052,0.039,0.0821881176112296,0.0,0.0,0.2,0.18,0.38,0.1520372205193889,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1520372205193889,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1520372205193889,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,84
